File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
m89,Quadruped,12515,12515,[3],[0.025    0.366076 0.025    0.832384 0.025    0.975   ]
m90,Quadruped,1783,1783,[3],[0.025    0.485433 0.025    0.5735   0.025    0.975   ]
m91,Quadruped,1614,1614,[3],[0.025    0.338336 0.025    0.86107  0.025    0.975   ]
m92,Quadruped,1971,1971,[3],[0.025    0.335514 0.025    0.890256 0.025    0.975   ]
m93,Quadruped,278,278,[3],[0.025    0.975    0.025    0.657726 0.025    0.29666 ]
m94,Quadruped,3332,3332,[3],"[-3.97463e+07  5.58662e+07 -1.72210e+08  2.10990e+07 -4.54395e+08
  8.04940e+06]"
m95,Quadruped,956,956,[3],[0.025    0.254726 0.025    0.413236 0.025    0.975   ]
m96,Quadruped,5169,5169,[3],[0.025    0.272288 0.025    0.537454 0.025    0.975   ]
m97,Quadruped,3601,3601,[3],[0.025    0.280377 0.025    0.543507 0.025    0.975   ]
m98,Quadruped,4195,4195,[3],[0.025    0.279628 0.025    0.519559 0.025    0.975   ]
m99,Quadruped,1450,1450,[3],[0.025    0.337893 0.025    0.511845 0.025    0.975   ]
D00134,RectangleTable,224,224,[3],[-0.706206  0.728155 -0.369079  0.485354 -0.100446  0.618111]
D00187,RectangleTable,2136,2136,[3],[-0.563912  0.68609  -0.249515  0.831647 -0.27349   0.280377]
D00188,RectangleTable,240,240,[3],[-0.743859  1.15863  -0.611865  0.477861 -0.274409  0.496949]
D00230,RectangleTable,3713,3713,[3],[-0.746842  0.601798 -0.608928  0.668799 -0.227047  0.765292]
D00243,RectangleTable,1066,1066,[3],[-0.781242  0.793694 -0.241336  0.701575 -0.268941  0.474889]
D00295,RectangleTable,190,190,[3],[-0.857241  0.625113 -0.538196  0.702653 -0.896021  0.134432]
D00302,RectangleTable,134,134,[3],[-0.823771  0.654156 -0.417113  0.533716 -0.477013  0.43961 ]
D00317,RectangleTable,1042,1042,[3],[-1.14798   0.649039 -0.923051  0.875979 -0.032534  0.509212]
D00418,RectangleTable,2003,2003,[3],[-1.06258   0.724591 -0.874865  0.912209 -0.080836  0.594671]
D00421,RectangleTable,99,99,[3],[-1.07681   0.790126 -0.346426  0.434683 -0.39041   0.155838]
D00505,RectangleTable,189,189,[3],[-0.916879  0.833346 -0.466597  0.591051 -0.148688  0.367541]
D00523,RectangleTable,12600,12600,[3],[-0.977379  0.97952  -1.0485    0.897774 -0.197838  0.257849]
D00530,RectangleTable,210,210,[3],[-0.618858  0.463157 -0.626031  0.491737 -0.691317  0.493602]
D00571,RectangleTable,1245,1245,[3],[-0.543344  0.689442 -0.67444   0.610208 -0.764934  0.317304]
D00603,RectangleTable,7282,7282,[3],[-0.882731  0.75784  -0.581945  0.382795 -0.639173  0.304299]
D00678,RectangleTable,1768,1768,[3],[-0.596297  0.773898 -0.585292  0.496706 -0.801175  0.370477]
D00714,RectangleTable,672,672,[3],[-0.860301  0.945074 -0.635789  0.373294 -0.568334  0.479061]
D00766,RectangleTable,2973,2973,[3],[-0.938346  0.751994 -0.843808  0.846897 -0.048637  0.637117]
D00944,RectangleTable,1016,1016,[3],[-0.877812  0.630314 -0.662728  0.717135 -0.506402  0.839659]
D00954,RectangleTable,652,652,[3],[-0.708604  0.585546 -0.736554  0.446787 -0.713307  0.764319]
m763,RectangleTable,116,116,[3],[0.025    0.975    0.025    0.95451  0.025    0.658334]
m764,RectangleTable,72,72,[3],[0.025    0.710369 0.025    0.648973 0.025    0.975   ]
m765,RectangleTable,1005,1005,[3],[0.025    0.975    0.025    0.570742 0.025    0.864273]
m870,RectangleTable,48,48,[3],[0.025    0.570807 0.025    0.440659 0.025    0.975   ]
m871,RectangleTable,60,60,[3],[0.025    0.895906 0.025    0.975    0.025    0.892876]
m872,RectangleTable,2229,2229,[3],[0.025    0.975    0.025    0.369962 0.025    0.447246]
m873,RectangleTable,679,679,[3],[0.025    0.678125 0.025    0.580156 0.025    0.975   ]
m874,RectangleTable,68,68,[3],[0.025    0.975    0.025    0.355804 0.025    0.432143]
m875,RectangleTable,528,528,[3],[0.025    0.975    0.025    0.263804 0.025    0.384483]
m876,RectangleTable,44,44,[3],[0.025    0.975    0.025    0.664286 0.025    0.974996]
m877,RectangleTable,56,56,[3],[0.025    0.975    0.025    0.351352 0.025    0.975   ]
m878,RectangleTable,320,320,[3],[0.025    0.885122 0.025    0.975    0.025    0.885123]
m879,RectangleTable,276,276,[3],[0.025    0.975    0.025    0.38125  0.025    0.500002]
m881,RectangleTable,60,60,[3],[0.025    0.975    0.025    0.658333 0.025    0.341667]
m882,RectangleTable,598,598,[3],[0.025    0.975    0.025    0.809783 0.025    0.531445]
m883,RectangleTable,96,96,[3],[0.025 0.975 0.025 0.975 0.025 0.975]
m886,RectangleTable,996,996,[3],[0.025    0.975    0.025    0.461865 0.025    0.711496]
m887,RectangleTable,340,340,[3],[0.025    0.975    0.025    0.688021 0.025    0.341667]
m888,RectangleTable,36,36,[3],[0.025    0.975    0.025    0.559375 0.025    0.5     ]
m889,RectangleTable,511,511,[3],[0.025    0.599306 0.025    0.56505  0.025    0.975   ]
m890,RectangleTable,508,508,[3],[0.025    0.975    0.025    0.568416 0.025    0.650796]
m891,RectangleTable,190,190,[3],[0.025    0.975    0.025    0.353995 0.025    0.575336]
m892,RectangleTable,174,174,[3],[0.025    0.975    0.025    0.315248 0.025    0.5528  ]
m893,RectangleTable,184,184,[3],[0.025    0.975    0.025    0.91561  0.025    0.571286]
m894,RectangleTable,80,80,[3],[0.025    0.975    0.025    0.427148 0.025    0.975   ]
m895,RectangleTable,80,80,[3],[0.025    0.975    0.025    0.326611 0.025    0.618752]
m896,RectangleTable,144,144,[3],[0.025    0.856245 0.025    0.975    0.025    0.856245]
m897,RectangleTable,128,128,[3],[0.025    0.975    0.025    0.617266 0.025    0.262502]
m898,RectangleTable,288,288,[3],[0.025    0.975    0.025    0.380927 0.025    0.500002]
m901,RectangleTable,190,190,[3],[0.025    0.975    0.025    0.744646 0.025    0.755263]
m902,RectangleTable,198,198,[3],[0.025    0.975    0.025    0.596181 0.025    0.436849]
m904,RectangleTable,128,128,[3],[0.025    0.405951 0.025    0.975    0.025    0.405951]
m905,RectangleTable,48,48,[3],[0.025   0.975   0.025   0.84105 0.025   0.975  ]
m906,RectangleTable,178,178,[3],[0.025    0.732512 0.025    0.350511 0.025    0.975   ]
m907,RectangleTable,158,158,[3],[0.025    0.460914 0.025    0.975    0.025    0.461116]
m908,RectangleTable,288,288,[3],[0.025    0.975    0.025    0.380927 0.025    0.500002]
m910,RectangleTable,352,352,[3],[0.025    0.975    0.025    0.546104 0.025    0.762046]
m912,RectangleTable,36,36,[3],[0.025 0.975 0.025 0.5   0.025 0.5  ]
m913,RectangleTable,104,104,[3],[0.025    0.684242 0.025    0.902915 0.025    0.975   ]
m914,RectangleTable,576,576,[3],[0.025    0.975    0.025    0.288203 0.025    0.379987]
m915,RectangleTable,40,40,[3],[0.025    0.975    0.025    0.636563 0.025    0.5     ]
m917,RectangleTable,96,96,[3],[0.025    0.975    0.025    0.405    0.025    0.658333]
m919,RectangleTable,78,78,[3],[0.025    0.855996 0.025    0.975    0.025    0.90372 ]
m920,RectangleTable,426,426,[3],[0.025    0.975    0.025    0.975    0.025    0.676806]
D00015,Rocket,88,88,[3],[-0.376261  1.17067  -0.194145  0.232521 -0.207637  0.219035]
D00343,Rocket,1053,1053,[3],[-0.638802  0.938396 -0.192311  0.196906 -0.19809   0.190727]
D00346,Rocket,1508,1508,[3],[-1.01735   0.425072 -0.178134  0.167429 -0.176754  0.167208]
D00354,Rocket,3242,3242,[3],[-0.956015  0.933647 -0.310124  0.402422 -0.305138  0.310574]
D00426,Rocket,36,36,[3],[-1.02224   0.773607 -0.196216  0.13698  -0.113511  0.10123 ]
D00428,Rocket,1175,1175,[3],[-1.05469   0.894492 -0.115143  0.217718 -0.150943  0.179191]
D00433,Rocket,170,170,[3],[-0.818707  0.793682 -0.233606  0.267361 -0.253759  0.249727]
D00437,Rocket,1810,1810,[3],[-1.0896    0.829451 -0.18998   0.147994 -0.207735  0.082673]
D00472,Rocket,93,93,[3],[-0.940631  0.91002  -0.214642  0.156407 -0.175996  0.171539]
D00485,Rocket,2101,2101,[3],[-0.81344   0.940178 -0.221463  0.242504 -0.22958   0.234435]
D00528,Rocket,204,204,[3],[-1.04818   0.820302 -0.239429  0.243583 -0.238561  0.236202]
D00564,Rocket,73398,73398,[3],[-1.19684   0.594097 -0.138064  0.245138 -0.188417  0.176884]
D00585,Rocket,1014,1014,[3],[-1.01609   0.786223 -0.310088  0.472136 -0.387358  0.396474]
D00614,Rocket,161,161,[3],[-0.931042  0.849059 -0.089971  0.219059 -0.157139  0.147331]
D00697,Rocket,217,217,[3],[-0.671248  0.941028 -0.282161  0.223494 -0.267608  0.235476]
D00719,Rocket,7915,7915,[3],[-0.699287  0.990757 -0.177962  0.15734  -0.162172  0.155736]
D00764,Rocket,250,250,[3],[-0.547953  0.99425  -0.114158  0.167714 -0.141261  0.140374]
D00851,Rocket,1175,1175,[3],[-1.06053   0.888826 -0.111481  0.221993 -0.173601  0.157947]
D00942,Rocket,186,186,[3],[-0.590479  0.906935 -0.192285  0.156672 -0.186346  0.160683]
D00975,Rocket,46038,46038,[3],[-0.961595  0.969337 -0.139452  0.28388  -0.196421  0.264921]
D00083,RoundTable,1072,1072,[3],[-0.582531  0.961607 -0.776936  0.833361 -0.780501  0.835638]
D00094,RoundTable,12414,12414,[3],[-0.735284  0.417311 -0.548883  0.845824 -0.656372  0.629085]
D00107,RoundTable,356,356,[3],[-0.276639  0.861997 -0.57097   0.727171 -0.631016  0.68805 ]
D00194,RoundTable,371,371,[3],[-0.674582  0.995364 -0.7644    0.597173 -0.747263  0.871792]
D00344,RoundTable,136,136,[3],[-1.0026    0.709074 -0.851553  0.865424 -0.194635  0.766418]
D00401,RoundTable,355,355,[3],[-1.09992   0.737442 -1.02134   0.836857 -0.994037  0.440998]
D00407,RoundTable,215,215,[3],[-0.815619  1.17116  -0.958069  1.02851  -0.579912  0.13784 ]
D00492,RoundTable,13002,13002,[3],[-0.829677  1.05402  -0.804656  0.656763 -0.654551  0.207063]
D00501,RoundTable,744,744,[3],[-0.724973  0.919174 -0.822372  0.803819 -0.185433  0.583589]
D00503,RoundTable,1706,1706,[3],[-0.600342  0.628093 -0.451238  0.397175 -0.391328  0.441497]
D00524,RoundTable,1141,1141,[3],[-0.759903  0.539377 -0.631271  0.606155 -0.482521  0.797809]
D00581,RoundTable,4126,4126,[3],[-0.748806  1.19973  -0.952234  0.993392 -0.71742   0.404848]
D00646,RoundTable,1921,1921,[3],[-0.653058  0.995817 -0.825887  0.820856 -0.345202  0.692204]
D00649,RoundTable,2136,2136,[3],[-0.921891  0.858846 -0.890336  0.891407 -0.908957  0.116575]
D00702,RoundTable,6647,6647,[3],[-0.843261  0.598222 -0.728474  0.819497 -0.351743  0.836556]
D00756,RoundTable,837,837,[3],[-0.852804  0.421667 -0.269645  0.513636 -0.384058  0.39857 ]
D00827,RoundTable,1732,1732,[3],[-0.671223  1.04606  -0.594336  1.24015  -0.926859  0.844353]
D00866,RoundTable,288,288,[3],[-0.735421  0.587976 -0.822968  0.516124 -0.5827    0.56519 ]
D00909,RoundTable,1238,1238,[3],[-0.747098  0.765997 -0.735746  0.627858 -0.557324  0.766642]
D00948,RoundTable,1740,1740,[3],[-0.373726  0.779868 -0.445699  0.444198 -0.446052  0.446541]
m921,RoundTable,1921,1921,[3],[0.025    0.975    0.025    0.468679 0.025    0.975   ]
m922,RoundTable,54,54,[3],[0.025    0.975    0.025    0.535625 0.025    0.928504]
m923,RoundTable,201,201,[3],[0.025    0.97442  0.025    0.526223 0.025    0.975   ]
m924,RoundTable,215,215,[3],[0.025    0.975    0.025    0.336326 0.025    0.975   ]
m925,RoundTable,216,216,[3],[0.025    0.974907 0.025    0.568592 0.025    0.975   ]
m926,RoundTable,218,218,[3],[0.025    0.975    0.025    0.791605 0.025    0.975   ]
m927,RoundTable,201,201,[3],[0.025    0.974424 0.025    0.354664 0.025    0.975   ]
m928,RoundTable,463,463,[3],[0.025    0.975    0.025    0.804676 0.025    0.975   ]
m929,RoundTable,444,444,[3],[0.025    0.975    0.025    0.562554 0.025    0.975   ]
m930,RoundTable,501,501,[3],[0.025    0.641081 0.025    0.975    0.025    0.641081]
m931,RoundTable,54,54,[3],[0.025    0.811207 0.025    0.975    0.025    0.772727]
m932,RoundTable,10889,10889,[3],[0.025    0.975    0.025    0.620207 0.025    0.975   ]
m933,RoundTable,55,55,[3],[0.025    0.975    0.025    0.559375 0.025    0.928504]
m934,RoundTable,148,148,[3],[0.025    0.975    0.025    0.814898 0.025    0.975   ]
m935,RoundTable,128,128,[3],[0.025    0.876203 0.025    0.975    0.025    0.876186]
m937,RoundTable,72,72,[3],[0.025    0.975    0.025    0.763889 0.025    0.975   ]
m938,RoundTable,422,422,[3],[0.025    0.87475  0.025    0.876735 0.025    0.975   ]
D00057,Shelf,9850,9850,[3],[-0.956341  0.730087 -0.702769  0.462335 -0.300438  0.20203 ]
D00074,Shelf,1903,1903,[3],[-0.758328  1.0382   -0.635381  0.850289 -0.284787  0.160204]
D00129,Shelf,1207,1207,[3],[-0.760135  0.763554 -0.731221  0.923977 -0.280218  0.19845 ]
D00171,Shelf,1505,1505,[3],[-0.825938  0.917115 -0.635851  0.29728  -0.291628  0.261916]
D00198,Shelf,2064,2064,[3],[-0.799434  0.744647 -0.750856  0.64536  -0.09851   0.27292 ]
D00242,Shelf,1874,1874,[3],[-1.17163   0.757996 -1.02622   0.902776 -0.193852  0.394703]
D00337,Shelf,1628,1628,[3],[-0.743081  1.12612  -1.09398   0.706929 -0.30007   0.181422]
D00352,Shelf,129,129,[3],[-0.719658  1.07551  -0.832937  0.502862 -0.259647  0.225189]
D00468,Shelf,960,960,[3],[-1.14697   0.728744 -1.02188   0.831612 -0.395372  0.376543]
D00592,Shelf,74,74,[3],[-0.764685  1.21042  -0.890851  1.06315  -0.315815  0.177537]
D00631,Shelf,6295,6295,[3],[-0.833323  1.00919  -0.725468  0.830073 -0.126855  0.184888]
D00691,Shelf,5210,5210,[3],[-0.797669  0.940277 -0.45462   0.519454 -0.143441  0.109983]
D00725,Shelf,5831,5831,[3],[-0.757576  1.09321  -0.746881  0.890021 -0.229562  0.196062]
D00772,Shelf,202,202,[3],[-0.571215  0.95787  -0.934896  0.745017 -0.223388  0.11265 ]
D00781,Shelf,4773,4773,[3],[-0.793321  1.15081  -0.897298  0.933888 -0.567211  0.478878]
D00818,Shelf,1872,1872,[3],[-0.53989   0.981276 -0.604997  0.665191 -0.220333  0.216049]
D00881,Shelf,249,249,[3],[-0.767308  1.17375  -0.963581  0.960719 -0.190552  0.128665]
D00887,Shelf,261,261,[3],[-0.754657  1.12675  -0.470923  0.704412 -0.129496  0.180283]
D00917,Shelf,2452,2452,[3],[-0.946831  0.882232 -0.413191  0.521659 -0.1558    0.392554]
D00956,Shelf,122,122,[3],[-0.803797  0.934691 -0.721052  0.5545   -0.215748  0.179699]
m844,Shelf,200,200,[3],[0.025    0.975    0.025    0.826961 0.025    0.204296]
m845,Shelf,60,60,[3],[0.025    0.785639 0.025    0.975    0.025    0.263024]
m846,Shelf,1101,1101,[3],[0.025    0.551    0.025    0.975    0.025    0.267805]
m847,Shelf,158,158,[3],[0.025    0.660413 0.025    0.975    0.025    0.225022]
m849,Shelf,128,128,[3],[0.025    0.975    0.025    0.662127 0.025    0.178756]
m850,Shelf,184,184,[3],[0.025    0.975    0.025    0.78355  0.025    0.198028]
m851,Shelf,68,68,[3],[0.025    0.839286 0.025    0.975    0.025    0.296429]
m852,Shelf,104,104,[3],[0.025    0.79527  0.025    0.975    0.025    0.281757]
m853,Shelf,100,100,[3],[0.025    0.755769 0.025    0.975    0.025    0.207692]
m854,Shelf,96,96,[3],[0.025    0.974269 0.025    0.975    0.025    0.193419]
m855,Shelf,46,46,[3],[0.025    0.975    0.025    0.816667 0.025    0.5     ]
m856,Shelf,64,64,[3],[0.025    0.975    0.025    0.791105 0.025    0.408053]
m857,Shelf,112,112,[3],[0.025    0.975    0.025    0.668611 0.025    0.331583]
m858,Shelf,48,48,[3],[0.025 0.975 0.025 0.5   0.025 0.12 ]
m859,Shelf,2556,2556,[3],[0.025    0.677822 0.025    0.975    0.025    0.322313]
m860,Shelf,56,56,[3],[0.025    0.975    0.025    0.788295 0.025    0.291699]
m861,Shelf,150,150,[3],[0.025    0.975    0.025    0.910624 0.025    0.176864]
m862,Shelf,544,544,[3],[0.025    0.468246 0.025    0.975    0.025    0.912536]
m863,Shelf,289,289,[3],[0.025    0.590289 0.025    0.975    0.025    0.213433]
m864,Shelf,323,323,[3],[0.025    0.5      0.025    0.975    0.025    0.183336]
m865,Shelf,255,255,[3],[0.025    0.722957 0.025    0.975    0.025    0.257657]
m866,Shelf,221,221,[3],[0.025    0.936995 0.025    0.975    0.025    0.329004]
m868,Shelf,112,112,[3],[0.025    0.387727 0.025    0.975    0.025    0.197727]
D00027,Ship,4202,4202,[3],[-0.70186   1.03006  -0.403568  0.302762 -0.196767  0.180722]
D00042,Ship,2275,2275,[3],[-1.00258   0.964704 -0.203019  0.255754 -0.422159  0.208107]
D00099,Ship,374,374,[3],[-0.921394  0.950876 -0.256689  0.450704 -0.117036  0.193121]
D00175,Ship,13725,13725,[3],[-0.680901  0.865118 -0.247049  0.219483 -0.165009  0.217065]
D00247,Ship,6122,6122,[3],[-0.942829  0.990447 -0.249844  0.193791 -0.127142  0.149932]
D00258,Ship,9284,9284,[3],[-0.964138  0.895676 -0.368354  0.321623 -0.13321   0.119153]
D00292,Ship,4340,4340,[3],[-0.704417  1.02567  -0.410858  0.296958 -0.181184  0.17597 ]
D00429,Ship,19361,19361,[3],[-0.683971  1.00175  -0.244451  0.300118 -0.327857  0.312399]
D00467,Ship,5062,5062,[3],[-1.01228   0.95186  -0.269387  0.150805 -0.093821  0.100438]
D00539,Ship,23858,23858,[3],[-1.03133   0.89599  -0.215717  0.148406 -0.198848  0.228831]
D00543,Ship,7537,7537,[3],[-0.839794  1.06456  -0.616998  0.215636 -0.23086   0.200711]
D00647,Ship,1713,1713,[3],[-0.974421  0.981983 -0.228144  0.168889 -0.143241  0.126853]
D00771,Ship,33376,33376,[3],[-0.847981  1.09133  -0.497375  0.256202 -0.115535  0.089999]
D00791,Ship,4200,4200,[3],[-1.00437   0.725268 -0.305311  0.406037 -0.179924  0.184624]
D00809,Ship,40714,40714,[3],[-0.981329  0.899011 -0.439915  0.263674 -0.161653  0.192675]
D00837,Ship,6122,6122,[3],[-0.924     1.00797  -0.273261  0.167856 -0.124809  0.153832]
D00896,Ship,4991,4991,[3],[-1.13694   0.757844 -0.444753  0.335244 -0.259955  0.251197]
D00907,Ship,21442,21442,[3],[-0.618782  0.898453 -0.284349  0.446495 -0.264673  0.31066 ]
D00935,Ship,124,124,[3],[-0.914527  0.965058 -0.120096  0.208284 -0.060672  0.114198]
D00949,Ship,2547,2547,[3],[-1.01365   0.933231 -0.247172  0.51412  -0.209759  0.385996]
m1427,Ship,757,757,[3],[0.025    0.975    0.025    0.219739 0.025    0.1816  ]
m1428,Ship,817,817,[3],[0.025    0.975    0.025    0.239868 0.025    0.14634 ]
m1429,Ship,749,749,[3],[0.025    0.975    0.025    0.301662 0.025    0.13238 ]
m1430,Ship,774,774,[3],[0.025    0.975    0.025    0.367111 0.025    0.138905]
m1431,Ship,674,674,[3],[0.025    0.975    0.025    0.318517 0.025    0.176693]
m1432,Ship,573,573,[3],[0.025    0.975    0.025    0.262155 0.025    0.119449]
m1433,Ship,926,926,[3],[0.025    0.975    0.025    0.313262 0.025    0.195429]
m1434,Ship,600,600,[3],[0.025    0.47232  0.025    0.276558 0.025    0.975   ]
m1435,Ship,4241,4241,[3],[0.025    0.21916  0.025    0.403522 0.025    0.975   ]
m1436,Ship,1704,1704,[3],[0.025    0.155969 0.025    0.209796 0.025    0.975   ]
m1437,Ship,658,658,[3],[0.025    0.975    0.025    0.284961 0.025    0.127364]
m1438,Ship,1309,1309,[3],[0.025    0.975    0.025    0.19299  0.025    0.187891]
m1439,Ship,428,428,[3],[0.025    0.975    0.025    0.2687   0.025    0.122699]
m1440,Ship,4230,4230,[3],[0.025    0.975    0.025    0.221908 0.025    0.262171]
m1441,Ship,3153,3153,[3],[0.025    0.975    0.025    0.425436 0.025    0.239859]
m1442,Ship,6859,6859,[3],[0.025    0.164983 0.025    0.305256 0.025    0.975   ]
m1444,Ship,6251,6251,[3],[0.025    0.231519 0.025    0.45932  0.025    0.975   ]
m1446,Ship,6122,6122,[3],[0.025    0.975    0.025    0.159904 0.025    0.244612]
m1447,Ship,3189,3189,[3],[0.025    0.121877 0.025    0.179082 0.025    0.975   ]
m1448,Ship,182,182,[3],[0.025    0.186087 0.025    0.975    0.025    0.681739]
m1449,Ship,330,330,[3],[0.025    0.223899 0.025    0.849298 0.025    0.975   ]
m1450,Ship,98,98,[3],[0.025    0.238483 0.025    0.843388 0.025    0.975   ]
m1451,Ship,775,775,[3],[0.025    0.181495 0.025    0.975    0.025    0.691454]
m1452,Ship,776,776,[3],[0.025    0.603552 0.025    0.975    0.025    0.158593]
m1453,Ship,7994,7994,[3],[0.025    0.440089 0.025    0.690945 0.025    0.975   ]
m1454,Ship,325,325,[3],[0.025    0.637377 0.025    0.820991 0.025    0.975   ]
m1455,Ship,314,314,[3],[0.025    0.402439 0.025    0.706094 0.025    0.975   ]
m1456,Ship,497,497,[3],[0.025    0.882844 0.025    0.975    0.025    0.270117]
m1457,Ship,2333,2333,[3],[0.025    0.375197 0.025    0.59733  0.025    0.975   ]
m1458,Ship,2509,2509,[3],[0.025    0.975    0.025    0.89088  0.025    0.554814]
m1459,Ship,331,331,[3],[0.025    0.975    0.025    0.664405 0.025    0.42026 ]
m1460,Ship,4892,4892,[3],[0.025    0.677889 0.025    0.518839 0.025    0.975   ]
m1461,Ship,12526,12526,[3],[0.025    0.718676 0.025    0.513399 0.025    0.975   ]
m1462,Ship,4916,4916,[3],[0.025    0.548358 0.025    0.524952 0.025    0.975   ]
m1463,Ship,629,629,[3],[0.025    0.975    0.025    0.164155 0.025    0.12241 ]
m1464,Ship,2873,2873,[3],[0.025    0.19372  0.025    0.342441 0.025    0.975   ]
m1465,Ship,6923,6923,[3],[0.025    0.975    0.025    0.227252 0.025    0.151762]
m1466,Ship,9736,9736,[3],[0.025    0.169516 0.025    0.212589 0.025    0.975   ]
m1467,Ship,574,574,[3],[0.025    0.159527 0.025    0.294733 0.025    0.975   ]
m1468,Ship,467,467,[3],[0.025    0.975    0.025    0.227148 0.025    0.178993]
m1469,Ship,1724,1724,[3],[0.025    0.129224 0.025    0.28801  0.025    0.975   ]
m1470,Ship,145,145,[3],[0.025    0.122405 0.025    0.164154 0.025    0.975   ]
m1471,Ship,2511,2511,[3],[0.025    0.975    0.025    0.350313 0.025    0.453156]
m1670,Sign,221,221,[3],[0.025    0.335607 0.025    0.975    0.025    0.068536]
m1671,Sign,119,119,[3],[0.025    0.338838 0.025    0.975    0.025    0.075532]
m1672,Sign,231,231,[3],[0.025    0.670752 0.025    0.975    0.025    0.11303 ]
m1673,Sign,80,80,[3],[0.025    0.429    0.025    0.975    0.025    0.072555]
m1674,Sign,50,50,[3],[0.025    0.596402 0.025    0.975    0.025    0.083778]
m1675,Sign,40,40,[3],[0.025    0.318634 0.025    0.975    0.025    0.044992]
m1676,Sign,4031,4031,[3],[0.025    0.231959 0.025    0.975    0.025    0.057745]
m1678,Sign,642,642,[3],[0.025    0.209241 0.025    0.975    0.025    0.045404]
m1679,Sign,417,417,[3],[0.025    0.154414 0.025    0.975    0.025    0.084022]
m1680,Sign,360,360,[3],[0.025    0.377568 0.025    0.975    0.025    0.052018]
m1681,Sign,6540,6540,[3],[0.025    0.416613 0.025    0.975    0.025    0.057631]
m1682,Sign,4492,4492,[3],[0.025    0.975    0.025    0.852742 0.025    0.357307]
m1683,Sign,3000,3000,[3],[0.025    0.970492 0.025    0.975    0.025    0.358657]
m1684,Sign,44,44,[3],[0.025    0.975    0.025    0.94233  0.025    0.104207]
m1685,Sign,760,760,[3],[0.025    0.807462 0.025    0.975    0.025    0.306966]
D00006,Skyscraper,48737,48737,[3],[-0.86549   1.06092  -0.383786  0.452534 -0.427664  0.325606]
D00058,Skyscraper,73697,73697,[3],[-0.866731  0.966261 -0.316891  0.236562 -0.185607  0.209522]
D00059,Skyscraper,12771,12771,[3],[-0.921168  0.990169 -0.369327  0.265781 -0.31361   0.328817]
D00105,Skyscraper,8334,8334,[3],[-1.03018   0.516563 -0.304715  0.184333 -0.206293  0.176329]
D00125,Skyscraper,18704,18704,[3],[-0.985968  0.55974  -0.208073  0.258848 -0.166764  0.184044]
D00126,Skyscraper,39975,39975,[3],[-0.789563  1.06213  -0.291398  0.381102 -0.220346  0.156256]
D00130,Skyscraper,1036,1036,[3],[-0.941441  0.876353 -0.179672  0.229129 -0.185709  0.207345]
D00259,Skyscraper,50449,50449,[3],[-0.921698  0.683792 -0.182573  0.11706  -0.129423  0.138955]
D00300,Skyscraper,6372,6372,[3],[-0.881644  0.900784 -0.182475  0.227646 -0.192383  0.19267 ]
D00520,Skyscraper,51730,51730,[3],[-0.857575  1.11018  -0.378073  0.274454 -0.255684  0.266699]
D00532,Skyscraper,19283,19283,[3],[-0.906344  1.00366  -0.293712  0.429776 -0.256522  0.22904 ]
D00584,Skyscraper,28864,28864,[3],[-0.797366  1.11754  -0.293214  0.368587 -0.182036  0.267066]
D00589,Skyscraper,6372,6372,[3],[-0.891001  0.84234  -0.249752  0.185449 -0.210741  0.221908]
D00641,Skyscraper,3299,3299,[3],[-0.867232  1.00218  -0.183149  0.267759 -0.205679  0.216752]
D00664,Skyscraper,10076,10076,[3],[-0.771369  0.779295 -0.284353  0.301205 -0.248104  0.267771]
D00729,Skyscraper,51011,51011,[3],[-1.08303   0.82779  -0.370116  0.604832 -0.331666  0.347648]
D00822,Skyscraper,10054,10054,[3],[-0.962853  0.763876 -0.207903  0.192337 -0.20802   0.18562 ]
D00870,Skyscraper,65343,65343,[3],[-0.877066  1.03835  -0.396892  0.239769 -0.231676  0.218357]
D00872,Skyscraper,365,365,[3],[-1.25123   0.451695 -0.247287  0.257228 -0.181341  0.373556]
D00998,Skyscraper,4708,4708,[3],[-1.17797   0.467106 -0.185787  0.16659  -0.160495  0.172304]
D00014,Spoon,748,748,[3],[ 3.419584  4.279629  0.835941  5.10234  -0.025512  0.278286]
D00085,Spoon,575,575,[3],"[-1.422137e+00  3.045570e+00  1.328523e+00  2.211927e+00 -1.013000e-03
  3.489220e-01]"
D00144,Spoon,243,243,[3],[0.121356 0.186049 0.300286 0.618646 0.031978 0.055897]
D00157,Spoon,386,386,[3],[-0.884846  0.922286 -0.6884    6.321997  0.        0.455736]
D00196,Spoon,1512,1512,[3],[-0.160935  0.146018 -0.102328  0.105094  0.        0.01905 ]
D00338,Spoon,481,481,[3],[-0.538977 13.447721  0.169091 12.13092   0.        4.743915]
D00422,Spoon,109,109,[3],[-0.027843  0.039432 -0.116957 -0.093315  0.064647  0.106098]
D00474,Spoon,72,72,[3],[-0.150256 -0.01698   0.020605  0.04325   0.        0.00685 ]
D00497,Spoon,144,144,[3],[ 0.006005  0.054753  0.035645  0.058796 -0.        0.248042]
D00517,Spoon,487,487,[3],[-10.1767  10.1767 -10.1767 195.832    0.      10.1767]
D00562,Spoon,4958,4958,[3],[-10.6701    2.94431   7.50555  13.7349   -4.60375   1.18445]
D00593,Spoon,144,144,[3],[0.       1.597584 0.       0.311811 0.       8.357558]
D00661,Spoon,1848,1848,[3],[ 2.73779   4.41013  -0.591884 -0.208667  0.011549  0.181983]
